ID	BlastType	SeqLength	HitAcc	HitDesc	Score	E-Value	PercentIdent	QueryStart	QueryEnd	HitStart	HitEnd
evm.model.HiC_scaffold_28.154	BLASTX1	1224	XP_037773626.1	alkaline phosphatase-like [Penaeus monodon]	817	5e-100	173/321 (53%)	241	1143	68	384
evm.model.HiC_scaffold_28.155	No Hit Found										
evm.model.HiC_scaffold_28.156	BLASTX1	473	XP_045128479.1	uncharacterized protein LOC123514581 [Portunus trituberculatus]	331	4e-32	58/93 (62%)	3	281	353	445
evm.model.HiC_scaffold_28.157	BLASTX1	192	XP_037789412.1	cuticle protein 8-like [Penaeus monodon]	254	7e-26	46/59 (77%)	1	177	60	118
evm.model.HiC_scaffold_28.158	BLASTX1	2054	XP_037802622.1	guanylate cyclase 32E-like [Penaeus monodon]	1632	0.0	363/721 (50%)	142	2031	65	722
evm.model.HiC_scaffold_28.159	BLASTX1	237	XP_037775360.1	neurobeachin-like [Penaeus monodon]	219	7e-20	43/49 (87%)	52	198	22	70
evm.model.HiC_scaffold_28.16	BLASTX1	1597	AYA22653.1	polyadenylate-binding protein 4-like protein, partial [Procambarus clarkii]	2582	0.0	515/533 (96%)	2	1597	1	530
evm.model.HiC_scaffold_28.160	No Hit Found										
evm.model.HiC_scaffold_28.161	BLASTX1	318	XP_045118725.1	spindle assembly abnormal protein 6 homolog [Portunus trituberculatus]	133	4e-06	26/31 (83%)	223	315	385	415
evm.model.HiC_scaffold_28.162	BLASTX1	1034	KAG7161693.1	Pro-resilin-like 130, partial [Homarus americanus]	305	1e-26	91/314 (28%)	201	797	128	441
evm.model.HiC_scaffold_28.163	BLASTX1	432	XP_037789412.1	cuticle protein 8-like [Penaeus monodon]	255	1e-24	46/52 (88%)	277	432	67	118
evm.model.HiC_scaffold_28.164	No Hit Found										
evm.model.HiC_scaffold_28.165	No Hit Found										
evm.model.HiC_scaffold_28.166	BLASTX1	465	XP_037803090.1	LOW QUALITY PROTEIN: beta-mannosidase-like [Penaeus monodon]	136	6e-06	23/37 (62%)	280	390	517	553
evm.model.HiC_scaffold_28.167	No Hit Found										
evm.model.HiC_scaffold_28.168	No Hit Found										
evm.model.HiC_scaffold_28.169	BLASTX1	242	XP_037802074.1	cuticle protein 21-like [Penaeus monodon]	178	8e-14	34/38 (89%)	96	209	73	110
evm.model.HiC_scaffold_28.17	BLASTX1	1542	XP_037801751.1	echinoderm microtubule-associated protein-like 2 isoform X9 [Penaeus monodon]	2085	0.0	407/601 (67%)	1	1425	295	895
evm.model.HiC_scaffold_28.170	BLASTX1	3282	XP_045105668.1	LOW QUALITY PROTEIN: piezo-type mechanosensitive ion channel component-like [Portunus trituberculatus]	3734	0.0	813/1166 (69%)	1	3279	1757	2884
evm.model.HiC_scaffold_28.171	BLASTX1	462	KAG0723515.1	Piezo-type mechanosensitive ion channel component 1 [Chionoecetes opilio]	466	1e-54	106/152 (69%)	2	457	8	156
evm.model.HiC_scaffold_28.172	BLASTX1	1432	XP_045105668.1	LOW QUALITY PROTEIN: piezo-type mechanosensitive ion channel component-like [Portunus trituberculatus]	2128	0.0	394/471 (83%)	2	1414	879	1349
evm.model.HiC_scaffold_28.173	BLASTX1	731	XP_045105668.1	LOW QUALITY PROTEIN: piezo-type mechanosensitive ion channel component-like [Portunus trituberculatus]	906	6e-108	176/222 (79%)	3	668	612	828
evm.model.HiC_scaffold_28.174	BLASTX1	1176	KAB7501273.1	Beta-galactosidase, partial [Armadillidium nasatum]	795	6e-98	181/366 (49%)	91	1176	82	409
evm.model.HiC_scaffold_28.175	No Hit Found										
evm.model.HiC_scaffold_28.176	BLASTX1	249	XP_027233544.1	guanylate cyclase 32E-like [Penaeus vannamei]	336	4e-36	63/83 (75%)	1	249	95	177
evm.model.HiC_scaffold_28.177	BLASTX1	1372	XP_015778590.1	PREDICTED: uncharacterized protein LOC107356497 [Acropora digitifera]	325	7e-28	117/386 (30%)	34	1179	20	377
evm.model.HiC_scaffold_28.178	No Hit Found										
evm.model.HiC_scaffold_28.179	BLASTX1	187	XP_027237257.1	chromatin-remodeling ATPase INO80-like, partial [Penaeus vannamei]	186	4e-14	49/62 (79%)	1	186	1	61
evm.model.HiC_scaffold_28.18	No Hit Found										
evm.model.HiC_scaffold_28.180	BLASTX1	3384	ALC74274.1	period-like protein [Nephrops norvegicus]	3084	0.0	771/1258 (61%)	1	3360	9	1221
evm.model.HiC_scaffold_28.181	BLASTX1	922	XP_042864790.1	STE20-related kinase adapter protein alpha-like isoform X2 [Penaeus japonicus]	1087	6e-145	206/318 (64%)	62	922	19	335
evm.model.HiC_scaffold_28.182	BLASTX1	2155	XP_042880478.1	transmembrane channel-like protein 7 isoform X3 [Penaeus japonicus]	2049	0.0	472/710 (66%)	2	2080	12	685
evm.model.HiC_scaffold_28.183	BLASTX1	1659	XP_045105739.1	beta-galactosidase-like isoform X1 [Portunus trituberculatus]	1801	0.0	342/553 (61%)	1	1656	55	603
evm.model.HiC_scaffold_28.184	BLASTX1	639	XP_014662276.1	PREDICTED: uncharacterized protein LOC106805259 isoform X3 [Priapulus caudatus]	178	4e-11	35/95 (36%)	34	318	94	188
evm.model.HiC_scaffold_28.185	BLASTX1	813	XP_042227131.1	dnaJ homolog subfamily C member 25 homolog [Homarus americanus]	1254	1e-171	225/271 (83%)	1	813	2	272
evm.model.HiC_scaffold_28.186	BLASTX1	856	XP_045102116.1	uncharacterized protein LOC123498765 [Portunus trituberculatus]	332	2e-33	88/133 (66%)	2	400	26	157
evm.model.HiC_scaffold_28.187	BLASTN1	592	LR738550.1	Neostethus bicornis genome assembly, chromosome: 7	132	2e-22	244/355 (68%)	11	362	1173960	1174290
evm.model.HiC_scaffold_28.188	No Hit Found										
evm.model.HiC_scaffold_28.189	BLASTX1	444	KAG7157764.1	Pro-resilin-like 142 [Homarus americanus]	270	3e-26	66/146 (45%)	1	426	37	170
evm.model.HiC_scaffold_28.19	BLASTX1	1271	KAG1696934.1	Alpha-N-acetylgalactosaminidase [Nymphon striatum]	453	9e-45	109/265 (41%)	487	1269	772	1032
evm.model.HiC_scaffold_28.190	No Hit Found										
evm.model.HiC_scaffold_28.191	BLASTX1	1085	XP_029604790.1	uncharacterized protein LOC115190902 isoform X1 [Salmo trutta]	329	1e-30	112/356 (31%)	35	1072	22	352
evm.model.HiC_scaffold_28.192	No Hit Found										
evm.model.HiC_scaffold_28.193	BLASTX1	934	KAE8298952.1	Metabotropic glutamate receptor 7 [Larimichthys crocea]	165	2e-08	92/297 (30%)	143	889	4	271
evm.model.HiC_scaffold_28.194	BLASTX1	270	KAG7167977.1	Homeobox protein orthopedia-like [Homarus americanus]	262	2e-27	48/53 (90%)	1	159	7	59
evm.model.HiC_scaffold_28.195	BLASTX1	834	KAG7161693.1	Pro-resilin-like 130, partial [Homarus americanus]	567	3e-65	132/249 (53%)	1	714	131	355
evm.model.HiC_scaffold_28.196	BLASTX1	390	KAG7161678.1	Pro-resilin-like 123 [Homarus americanus]	423	1e-48	94/131 (71%)	1	321	98	228
evm.model.HiC_scaffold_28.197	BLASTX1	407	KAG7161678.1	Pro-resilin-like 123 [Homarus americanus]	257	1e-23	65/113 (57%)	45	347	99	211
evm.model.HiC_scaffold_28.198	BLASTX1	576	KAG7161687.1	Cuticle protein-like 2 [Homarus americanus]	553	3e-67	120/200 (60%)	1	555	30	222
evm.model.HiC_scaffold_28.199	BLASTX1	231	XP_042234986.1	cuticle protein 8-like [Homarus americanus]	274	9e-29	54/72 (75%)	1	216	9	80
evm.model.HiC_scaffold_28.2	BLASTX1	268	XP_042856169.1	glutathione-specific gamma-glutamylcyclotransferase 1-like, partial [Penaeus japonicus]	315	1e-33	58/80 (72%)	2	241	1	80
evm.model.HiC_scaffold_28.20	BLASTX1	1176	KAG7173221.1	Beta-mannosidase-like [Homarus americanus]	636	4e-71	122/213 (57%)	31	522	173	385
evm.model.HiC_scaffold_28.200	BLASTX1	279	XP_042234986.1	cuticle protein 8-like [Homarus americanus]	261	2e-26	56/94 (59%)	1	279	1	80
evm.model.HiC_scaffold_28.201	BLASTX1	207	XP_042234986.1	cuticle protein 8-like [Homarus americanus]	240	1e-23	51/69 (73%)	1	207	16	80
evm.model.HiC_scaffold_28.202	BLASTX1	246	XP_042234986.1	cuticle protein 8-like [Homarus americanus]	266	1e-27	57/82 (69%)	1	246	1	80
evm.model.HiC_scaffold_28.203	BLASTX1	519	KAG7161693.1	Pro-resilin-like 130, partial [Homarus americanus]	423	1e-45	102/141 (72%)	1	423	122	254
evm.model.HiC_scaffold_28.204	BLASTX1	240	XP_042234988.1	cuticle protein 7-like [Homarus americanus]	242	7e-24	51/63 (80%)	1	177	19	81
evm.model.HiC_scaffold_28.205	BLASTX1	625	EDO27366.1	predicted protein, partial [Nematostella vectensis]	672	2e-85	173/208 (83%)	1	624	49	256
evm.model.HiC_scaffold_28.206	BLASTX1	2221	OWF43818.1	Small proline-rich protein 3 [Mizuhopecten yessoensis]	457	3e-48	83/183 (45%)	224	772	1	183
evm.model.HiC_scaffold_28.207	BLASTX1	279	XP_042239838.1	tRNA (guanine(10)-N2)-methyltransferase homolog [Homarus americanus]KAG7159085.1 tRNA (guanine(10)-N2)-methyltransferase-like [Homarus americanus]	398	4e-43	73/92 (79%)	1	276	175	266
evm.model.HiC_scaffold_28.208	BLASTX1	2530	XP_042227188.1	cuticle protein 8-like isoform X1 [Homarus americanus]	325	1e-30	70/114 (61%)	1490	1831	42	145
evm.model.HiC_scaffold_28.209	BLASTX1	302	KAG0721007.1	Beta-mannosidase [Chionoecetes opilio]	319	1e-34	59/100 (59%)	1	297	70	169
evm.model.HiC_scaffold_28.21	BLASTX1	496	XP_042241003.1	titin-like [Homarus americanus]	312	7e-30	60/86 (69%)	248	496	207	292
evm.model.HiC_scaffold_28.210	BLASTX1	167	XP_019481435.1	PREDICTED: beta-mannosidase isoform X2 [Hipposideros armiger]	126	3e-06	26/41 (63%)	3	125	764	804
evm.model.HiC_scaffold_28.211	BLASTX1	641	XP_045129685.1	uncharacterized protein LOC123515209 [Portunus trituberculatus]	192	5e-13	48/139 (34%)	114	503	59	193
evm.model.HiC_scaffold_28.212	No Hit Found										
evm.model.HiC_scaffold_28.213	BLASTX1	2384	XP_045135762.1	ATP-dependent RNA helicase TDRD9-like isoform X2 [Portunus trituberculatus]XP_045135763.1 ATP-dependent RNA helicase TDRD9-like isoform X2 [Portunus trituberculatus]	2048	0.0	404/707 (57%)	115	2052	365	1068
evm.model.HiC_scaffold_28.214	BLASTX1	570	XP_042227132.1	transcription initiation factor TFIID subunit 8-like [Homarus americanus]KAG7166279.1 Transcription initiation factor TFIID subunit 8-like [Homarus americanus]	573	3e-70	130/219 (59%)	1	507	4	222
evm.model.HiC_scaffold_28.215	BLASTX1	243	KAG7166276.1	ATP-dependent RNA helicase TDRD9-like 1, partial [Homarus americanus]	174	4e-12	35/71 (49%)	22	228	6	75
evm.model.HiC_scaffold_28.216	BLASTX1	513	XP_042221171.1	TSC22 domain family protein 1-like isoform X1 [Homarus americanus]KAG7169505.1 TSC22 domain family protein 4-like [Homarus americanus]	137	2e-06	28/39 (71%)	397	513	96	133
evm.model.HiC_scaffold_28.217	BLASTX1	203	XP_045116130.1	uncharacterized protein LOC123507385 [Portunus trituberculatus]	142	5e-08	24/43 (55%)	49	177	232	274
evm.model.HiC_scaffold_28.218	BLASTX1	226	XP_029668279.1	flocculation protein FLO11-like [Formica exsecta]	209	6e-17	55/74 (74%)	4	225	48	121
evm.model.HiC_scaffold_28.219	BLASTX1	1239	XP_033122083.1	uncharacterized protein LOC117121088, partial [Anneissia japonica]	183	7e-11	36/92 (39%)	679	954	102	191
evm.model.HiC_scaffold_28.22	BLASTX1	153	XP_030760392.1	zinc finger protein 813-like [Sitophilus oryzae]XP_030760393.1 zinc finger protein 813-like [Sitophilus oryzae]	189	8e-15	32/51 (62%)	1	153	1	51
evm.model.HiC_scaffold_28.220	BLASTN1	966	CP068256.2	Homo sapiens isolate CHM13 chromosome 22	95	7e-12	181/258 (70%)	510	765	47617362	47617602
evm.model.HiC_scaffold_28.221	BLASTX1	661	KAG7166167.1	Down syndrome cell adhesion molecule-like protein 2-like 3 [Homarus americanus]	397	6e-40	107/291 (36%)	2	628	7	297
evm.model.HiC_scaffold_28.222	BLASTX1	314	KAG7167781.1	DNA-directed RNA polymerase I subunit RPA49-like, partial [Homarus americanus]	193	1e-14	33/68 (48%)	84	284	5	72
evm.model.HiC_scaffold_28.223	BLASTX1	227	XP_014677394.1	PREDICTED: uncharacterized protein LOC106817244 [Priapulus caudatus]	233	1e-21	43/76 (56%)	3	227	70	145
evm.model.HiC_scaffold_28.224	BLASTX1	200	XP_042876614.1	uncharacterized protein LOC122256175 isoform X2 [Penaeus japonicus]XP_042876615.1 uncharacterized protein LOC122256175 isoform X2 [Penaeus japonicus]	229	1e-20	41/61 (67%)	3	185	122	182
evm.model.HiC_scaffold_28.225	BLASTX1	5811	XP_042224059.1	F-actin-monooxygenase Mical-like isoform X4 [Homarus americanus]	1616	0.0	468/971 (48%)	1358	4111	1619	2490
evm.model.HiC_scaffold_28.226	BLASTX1	1176	XP_017589019.1	PREDICTED: LOW QUALITY PROTEIN: nuclease-sensitive element-binding protein 1-like [Corvus brachyrhynchos]	180	7e-12	36/65 (55%)	403	597	25	87
evm.model.HiC_scaffold_28.227	BLASTX1	1182	XP_042224057.1	F-actin-monooxygenase Mical-like isoform X2 [Homarus americanus]	808	2e-92	181/309 (58%)	295	1182	466	740
evm.model.HiC_scaffold_28.228	BLASTX1	1125	KAG0711104.1	[F-actin]-monooxygenase Mical [Chionoecetes opilio]	1197	6e-159	241/343 (70%)	115	1086	135	464
evm.model.HiC_scaffold_28.229	BLASTX1	636	EDO27366.1	predicted protein, partial [Nematostella vectensis]	411	1e-45	125/202 (61%)	31	636	1	198
evm.model.HiC_scaffold_28.23	BLASTX1	746	KAG7172890.1	Arylsulfatase H-like [Homarus americanus]	473	1e-51	85/118 (72%)	393	746	94	211
evm.model.HiC_scaffold_28.230	BLASTX1	3311	XP_045106052.1	LOW QUALITY PROTEIN: uncharacterized protein LOC123501336 [Portunus trituberculatus]	871	3e-94	252/854 (29%)	724	3240	241	1048
evm.model.HiC_scaffold_28.231	No Hit Found										
evm.model.HiC_scaffold_28.232	BLASTX1	246	XP_037791754.1	adult-specific cuticular protein ACP-20-like [Penaeus monodon]	259	1e-26	48/72 (66%)	1	216	29	100
evm.model.HiC_scaffold_28.233	No Hit Found										
evm.model.HiC_scaffold_28.234	BLASTX1	828	XP_045127548.1	uncharacterized protein LOC123514035 isoform X1 [Portunus trituberculatus]	206	6e-14	41/64 (64%)	121	312	596	659
evm.model.HiC_scaffold_28.235	BLASTX1	870	XP_028129883.1	uncharacterized protein LOC114325933 [Diabrotica virgifera virgifera]	570	1e-64	119/283 (42%)	4	834	232	504
evm.model.HiC_scaffold_28.236	No Hit Found										
evm.model.HiC_scaffold_28.237	BLASTX1	1399	XP_042224080.1	uncharacterized protein LOC121867970 [Homarus americanus]	1488	0.0	272/508 (53%)	2	1399	728	1235
evm.model.HiC_scaffold_28.238	BLASTX1	291	XP_042224079.1	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase P-like [Homarus americanus]	402	2e-44	71/96 (73%)	1	288	292	387
evm.model.HiC_scaffold_28.239	BLASTX1	362	KAG7167781.1	DNA-directed RNA polymerase I subunit RPA49-like, partial [Homarus americanus]	230	8e-20	54/117 (46%)	25	360	175	291
evm.model.HiC_scaffold_28.24	BLASTX1	189	XP_042883279.1	pro-resilin-like [Penaeus japonicus]	199	1e-17	36/44 (81%)	1	132	44	87
evm.model.HiC_scaffold_28.240	BLASTX1	732	OWF54728.1	protein FAM47C [Mizuhopecten yessoensis]	390	9e-39	87/215 (40%)	3	647	29	242
evm.model.HiC_scaffold_28.241	BLASTN1	867	LR697111.1	Chanos chanos genome assembly, chromosome: 6	94	6e-12	184/258 (71%)	618	867	47669004	47669236
evm.model.HiC_scaffold_28.242	BLASTX1	168	XP_045105779.1	LOW QUALITY PROTEIN: serine/threonine-protein phosphatase 4 regulatory subunit 1-like [Portunus trituberculatus]	293	1e-28	52/56 (92%)	1	168	233	288
evm.model.HiC_scaffold_28.243	No Hit Found										
evm.model.HiC_scaffold_28.244	No Hit Found										
evm.model.HiC_scaffold_28.245	BLASTX1	1383	XP_033646740.1	uncharacterized protein LOC117305997 [Asterias rubens]	739	2e-82	172/450 (38%)	13	1299	2	449
evm.model.HiC_scaffold_28.246	BLASTX1	486	XP_042883279.1	pro-resilin-like [Penaeus japonicus]	300	2e-31	55/68 (80%)	112	315	44	111
evm.model.HiC_scaffold_28.247	BLASTN1	261	XM_043029500.1	PREDICTED: Penaeus japonicus pro-resilin-like (LOC122261718), transcript variant X2, mRNA	73	2e-06	44/49 (89%)	185	233	35	83
evm.model.HiC_scaffold_28.248	BLASTN1	363	AC132371.2	Mus musculus BAC clone RP23-477D20 from chromosome 5, complete sequence	91	3e-11	180/254 (70%)	46	294	15666	15896
evm.model.HiC_scaffold_28.249	No Hit Found										
evm.model.HiC_scaffold_28.25	BLASTX1	744	KAG7166349.1	Pro-resilin-like 30, partial [Homarus americanus]	347	1e-34	82/174 (47%)	76	597	217	360
evm.model.HiC_scaffold_28.250	No Hit Found										
evm.model.HiC_scaffold_28.251	BLASTX1	807	XP_042227001.1	transmembrane protein 41B-like isoform X2 [Homarus americanus]	930	3e-123	195/268 (72%)	1	804	1	253
evm.model.HiC_scaffold_28.252	BLASTX1	1914	XP_015756753.1	PREDICTED: FMRFamide neuropeptides-like [Acropora digitifera]	256	4e-20	58/151 (38%)	1085	1501	30	180
evm.model.HiC_scaffold_28.253	BLASTX1	2048	XP_042226856.1	calcium-transporting ATPase type 2C member 1-like isoform X1 [Homarus americanus]XP_042226857.1 calcium-transporting ATPase type 2C member 1-like isoform X1[Homarus americanus]	2052	0.0	406/519 (78%)	535	1992	259	777
evm.model.HiC_scaffold_28.254	BLASTX1	312	XP_042863966.1	uncharacterized protein LOC122248177 [Penaeus japonicus]	279	7e-29	55/106 (51%)	1	312	9	109
evm.model.HiC_scaffold_28.255	BLASTX1	243	XP_027231903.1	centrosomal protein of 290 kDa-like [Penaeus vannamei]	244	1e-21	52/78 (66%)	1	234	41	118
evm.model.HiC_scaffold_28.256	BLASTX1	286	BAF93867.1	hyaluronidase [Anoplius samariensis]	151	8e-09	28/55 (50%)	11	166	71	125
evm.model.HiC_scaffold_28.257	BLASTX1	852	XP_042227042.1	uncharacterized protein LOC121869623 [Homarus americanus]	796	4e-98	164/218 (75%)	1	654	266	483
evm.model.HiC_scaffold_28.258	No Hit Found										
evm.model.HiC_scaffold_28.259	BLASTX1	303	XP_042884072.1	uncharacterized protein LOC122260737 [Penaeus japonicus]	240	3e-21	48/98 (48%)	4	291	66	163
evm.model.HiC_scaffold_28.26	BLASTX1	640	XP_042234713.1	uncharacterized protein LOC121874578 [Homarus americanus]XP_042234714.1 uncharacterized protein LOC121874578 [Homarus americanus]	286	4e-27	75/195 (38%)	100	633	37	226
evm.model.HiC_scaffold_28.260	BLASTX1	331	XP_042223291.1	pro-resilin-like [Homarus americanus]	344	8e-39	66/81 (81%)	88	330	27	107
evm.model.HiC_scaffold_28.261	BLASTX1	579	XP_037788694.1	cuticle protein 8-like [Penaeus monodon]XP_037789410.1 cuticle protein 8-like [Penaeus monodon]	186	6e-14	34/46 (73%)	442	579	53	98
evm.model.HiC_scaffold_28.262	No Hit Found										
evm.model.HiC_scaffold_28.263	BLASTX1	981	KAG7166152.1	Exostosin-1-like 1 [Homarus americanus]	1290	1e-174	262/366 (71%)	2	979	10	375
evm.model.HiC_scaffold_28.264	BLASTX1	460	KAG7168007.1	Adult-specific cuticular protein ACP-20-like 3 [Homarus americanus]	216	2e-17	39/53 (73%)	250	408	44	96
evm.model.HiC_scaffold_28.265	No Hit Found										
evm.model.HiC_scaffold_28.266	BLASTX1	6573	KAG7161696.1	Neurobeachin-like 1, partial [Homarus americanus]	2584	0.0	613/886 (69%)	3934	6573	140	969
evm.model.HiC_scaffold_28.267	BLASTN1	227	CP062029.1	Macrobrachium nipponense isolate FS-2020 chromosome 28	183	2e-36	126/149 (84%)	79	227	7074561	7074709
evm.model.HiC_scaffold_28.268	BLASTX1	532	XP_042228663.1	uncharacterized protein LOC121870773 isoform X3 [Homarus americanus]	407	4e-44	99/178 (55%)	1	531	93	269
evm.model.HiC_scaffold_28.269	BLASTX1	1680	XP_045139369.1	alkaline phosphatase-like [Portunus trituberculatus]	1922	0.0	355/529 (67%)	1	1575	1	525
evm.model.HiC_scaffold_28.27	BLASTX1	408	CEF34377.1	Variant Ionotropic Glutamate Receptor, partial [Coenobita clypeatus]	322	6e-32	70/149 (46%)	1	408	254	401
evm.model.HiC_scaffold_28.270	BLASTX1	879	XP_042224087.1	DNA-binding protein SMUBP-2-like isoform X2 [Homarus americanus]	508	7e-54	95/174 (54%)	94	615	588	755
evm.model.HiC_scaffold_28.271	BLASTX1	3145	XP_006823814.1	PREDICTED: caldesmon-like [Saccoglossus kowalevskii]	167	5e-09	45/135 (33%)	922	1326	5	139
evm.model.HiC_scaffold_28.272	No Hit Found										
evm.model.HiC_scaffold_28.273	BLASTX1	2277	XP_027217402.1	uncharacterized protein LOC113809920 [Penaeus vannamei]	633	2e-68	115/167 (68%)	607	1104	362	528
evm.model.HiC_scaffold_28.274	BLASTX1	683	XP_027211277.1	elongator complex protein 5-like [Penaeus vannamei]XP_027235617.1 elongator complex protein 5-like [Penaeus vannamei]	424	4e-47	92/200 (46%)	3	602	72	262
evm.model.HiC_scaffold_28.275	BLASTX1	700	MPC20797.1	G-protein coupled receptor 161 [Portunus trituberculatus]	643	4e-77	163/231 (70%)	2	676	72	296
evm.model.HiC_scaffold_28.276	BLASTX1	705	KAG1701656.1	Dehydrogenase/reductase SDR family member 11 [Nymphon striatum]	969	2e-126	180/194 (92%)	1	582	263	456
evm.model.HiC_scaffold_28.277	BLASTX2	1773	WP_208637873.1	hypothetical protein [Pseudomonas baetica]	244	4e-18	73/225 (32%)	843	1517	23	247
evm.model.HiC_scaffold_28.278	BLASTX1	1289	KAG7166209.1	Organic cation transporter 1-like 2, partial [Homarus americanus]	298	4e-25	60/105 (57%)	3	314	5	103
evm.model.HiC_scaffold_28.279	BLASTX1	480	XP_045129685.1	uncharacterized protein LOC123515209 [Portunus trituberculatus]	156	1e-08	36/109 (33%)	7	258	83	191
evm.model.HiC_scaffold_28.28	BLASTX1	331	XP_014306155.1	histidine-rich protein PFHRP-II-like, partial [Myotis lucifugus]	191	2e-14	39/91 (42%)	1	273	140	230
evm.model.HiC_scaffold_28.280	BLASTX1	2231	XP_042208855.1	delta-like protein B [Homarus americanus]	3001	0.0	598/748 (79%)	3	2231	12	752
evm.model.HiC_scaffold_28.281	BLASTX1	536	XP_029604792.1	uncharacterized protein LOC115190902 isoform X3 [Salmo trutta]	153	4e-08	52/168 (30%)	35	508	19	174
